	is_ML	Total
2004-08-13	428	170967
2004-08-27	426	171218
2004-09-10	432	171747
2004-09-24	436	172308
2004-10-08	450	173237
2004-10-22	456	173160
2004-11-05	463	175126
2004-11-19	462	175097
2004-12-03	477	176630
2004-12-17	475	176576
2004-12-31	473	176730
2005-01-14	486	178102
2005-01-28	494	178269
2005-02-11	503	179780
2005-02-25	506	180068
2005-03-11	517	181005
2005-03-25	515	180927
2005-04-08	534	181093
2005-04-22	538	181449
2005-05-06	548	181600
2005-05-20	563	181732
2005-06-03	593	182191
2005-06-17	594	182481
2005-07-01	610	183187
2005-07-15	618	182561
2005-07-29	616	182286
2005-08-12	623	182291
2005-08-26	633	182294
2005-09-09	639	183184
2005-09-23	636	182555
2005-10-07	633	182632
2005-10-21	636	182958
2005-11-04	644	183627
2005-11-18	652	183437
2005-12-02	646	186791
2005-12-16	647	186954
2005-12-30	654	187089
2006-01-13	665	181988
2006-01-27	670	182019
2006-02-10	673	183460
2006-02-24	677	183737
2006-03-10	690	186052
2006-03-24	696	186072
2006-04-07	701	187774
2006-04-21	702	187605
2006-05-05	703	189274
2006-05-19	689	189457
2006-06-02	683	191079
2006-06-16	692	191323
2006-06-30	692	191935
2006-07-14	704	193341
2006-07-28	707	194019
2006-08-11	711	195096
2006-08-25	702	194952
2006-09-08	702	195809
2006-09-22	706	196560
2006-10-06	732	197601
2006-10-20	743	197813
2006-11-03	749	198175
2006-11-17	743	198262
2006-12-01	770	199906
2006-12-15	779	199831
2006-12-29	781	200220
2007-01-12	830	201050
2007-01-26	824	201305
2007-02-09	840	202649
2007-02-23	843	202633
2007-03-09	854	202995
2007-03-23	848	203259
2007-04-06	859	204703
2007-04-20	861	204845
2007-05-04	885	205324
2007-05-18	886	205357
2007-06-01	893	206384
2007-06-15	894	206857
2007-06-29	894	206659
2007-07-13	916	207701
2007-07-27	907	207022
2007-08-10	918	207835
2007-08-24	926	208214
2007-09-07	934	209478
2007-09-21	947	209195
2007-10-05	951	210322
2007-10-19	940	210138
2007-11-02	940	211272
2007-11-16	933	211508
2007-11-30	935	210973
2007-12-14	999	211859
2007-12-28	999	211850
2008-01-11	1032	213270
2008-01-25	1035	213261
2008-02-08	1036	213244
2008-02-22	1034	213578
2008-03-07	1034	213760
2008-03-21	1035	213860
2008-04-04	1017	213601
2008-04-18	1013	213851
2008-05-02	1012	214785
2008-05-16	1014	214813
2008-05-30	1016	215038
2008-06-13	1003	215608
2008-06-27	998	215189
2008-07-11	992	214557
2008-07-25	1000	215042
2008-08-08	1002	215239
2008-08-22	1001	215541
2008-09-05	1008	215172
2008-09-19	1012	215949
2008-10-03	995	215878
2008-10-17	999	216781
2008-10-31	1004	217080
2008-11-14	1013	216011
2008-11-28	1025	216355
2008-12-12	1039	218681
2008-12-26	1041	219290
2009-01-09	1114	222017
2009-01-23	1116	222529
2009-02-06	1113	221807
2009-02-20	1115	222290
2009-03-06	1105	221315
2009-03-20	1107	221487
2009-04-03	1124	221280
2009-04-17	1135	221850
2009-05-01	1124	221399
2009-05-15	1129	221604
2009-05-29	1135	222159
2009-06-12	1155	221266
2009-06-26	1167	222404
2009-07-10	1157	222923
2009-07-24	1160	223304
2009-08-07	1175	223276
2009-08-21	1185	224511
2009-09-04	1190	224267
2009-09-18	1193	224262
2009-10-02	1204	224409
2009-10-16	1221	224732
2009-10-30	1236	225418
2009-11-13	1248	227023
2009-11-27	1249	228646
2009-12-11	1223	231274
2009-12-25	1224	230765
2010-01-08	1190	236864
2010-01-22	1208	236885
2010-02-05	1211	238754
2010-02-19	1204	238434
2010-03-05	1212	240296
2010-03-19	1215	240635
2010-04-02	1216	242095
2010-04-16	1213	241488
2010-04-30	1222	240689
2010-05-14	1224	241553
2010-05-28	1232	241303
2010-06-11	1226	241945
2010-06-25	1228	241222
2010-07-09	1221	241374
2010-07-23	1217	240682
2010-08-06	1200	241039
2010-08-20	1187	240241
2010-09-03	1208	241538
2010-09-17	1218	241271
2010-10-01	1206	241534
2010-10-15	1209	240817
2010-10-29	1192	240377
2010-11-12	1187	241020
2010-11-26	1195	240496
2010-12-10	1241	239292
2010-12-24	1238	239575
2011-01-07	1241	234260
2011-01-21	1220	234033
2011-02-04	1216	235226
2011-02-18	1226	235205
2011-03-04	1247	236098
2011-03-18	1242	236070
2011-04-01	1270	237234
2011-04-15	1271	237697
2011-04-29	1264	237644
2011-05-13	1274	238902
2011-05-27	1271	239509
2011-06-10	1272	241404
2011-06-24	1281	242238
2011-07-08	1301	243996
2011-07-22	1301	245068
2011-08-05	1309	247392
2011-08-19	1328	247623
2011-09-02	1320	249108
2011-09-16	1313	250369
2011-09-30	1318	251247
2011-10-14	1347	253483
2011-10-28	1350	254914
2011-11-11	1369	256359
2011-11-25	1368	256052
2011-12-09	1317	255932
2011-12-23	1341	256597
2012-01-06	1318	262145
2012-01-20	1315	262935
2012-02-03	1344	264894
2012-02-17	1344	265213
2012-03-02	1359	266603
2012-03-16	1360	267216
2012-03-30	1362	267776
2012-04-13	1368	268598
2012-04-27	1375	270013
2012-05-11	1381	271694
2012-05-25	1382	271892
2012-06-08	1401	272312
2012-06-22	1397	273369
2012-07-06	1397	274352
2012-07-20	1404	274999
2012-08-03	1427	276203
2012-08-17	1423	276696
2012-08-31	1429	276658
2012-09-14	1442	276864
2012-09-28	1449	277692
2012-10-12	1446	279057
2012-10-26	1441	278374
2012-11-09	1418	278244
2012-11-23	1422	278573
2012-12-07	1432	280136
2012-12-21	1417	280002
2013-01-04	1569	290973
2013-01-18	1584	291516
2013-02-01	1573	290559
2013-02-15	1583	291476
2013-03-01	1576	292220
2013-03-15	1583	293902
2013-03-29	1591	294079
2013-04-12	1602	294850
2013-04-26	1614	294975
2013-05-10	1617	294785
2013-05-24	1615	294698
2013-06-07	1615	295613
2013-06-21	1618	296068
2013-07-05	1635	296618
2013-07-19	1638	296995
2013-08-02	1628	296673
2013-08-16	1640	298173
2013-08-30	1637	299101
2013-09-13	1628	300048
2013-09-27	1643	300889
2013-10-11	1638	300514
2013-10-25	1678	301818
2013-11-08	1684	302307
2013-11-22	1692	303457
2013-12-06	1711	300009
2013-12-20	1732	300485
2014-01-03	2294	406883
2014-01-17	2290	407084
2014-01-31	2306	408417
2014-02-14	2322	406773
2014-02-28	2318	405968
2014-03-14	2326	401128
2014-03-28	2321	401083
2014-04-11	2261	393129
2014-04-25	2290	393700
2014-05-09	2261	384648
2014-05-23	2261	384470
2014-06-06	2211	373746
2014-06-20	2220	373028
2014-07-04	2170	362970
2014-07-18	2168	362913
2014-08-01	2135	352991
2014-08-15	2124	351330
2014-08-29	2124	350607
2014-09-12	2090	341503
2014-09-26	2071	339933
2014-10-10	2035	331950
2014-10-24	2008	331026
2014-11-07	1985	324831
2014-11-21	1971	323430
2014-12-05	1880	312718
2014-12-19	1878	311454
2015-01-02	1700	266047
2015-01-16	1710	264855
2015-01-30	1706	263763
2015-02-13	1674	259270
2015-02-27	1677	258260
2015-03-13	1670	256725
2015-03-27	1677	257165
2015-04-10	1715	260739
2015-04-24	1681	260042
2015-05-08	1706	264967
2015-05-22	1716	265156
2015-06-05	1757	272126
2015-06-19	1766	273163
2015-07-03	1825	279026
2015-07-17	1852	280406
2015-07-31	1863	282589
2015-08-14	1880	287902
2015-08-28	1892	288897
2015-09-11	1941	293886
2015-09-25	1950	295001
2015-10-09	1976	298572
2015-10-23	1962	299515
2015-11-06	2034	305467
2015-11-20	2029	304789
2015-12-04	2104	313441
2015-12-18	2113	313651
2016-01-01	1880	264264
2016-01-15	1904	266513
2016-01-29	1893	265967
2016-02-12	1966	272605
2016-02-26	1948	272088
2016-03-11	2015	280805
2016-03-25	2004	279373
2016-04-08	2046	285242
2016-04-22	2047	284788
2016-05-06	2080	290933
2016-05-20	2067	290134
2016-06-03	2123	296179
2016-06-17	2122	294066
2016-07-01	2140	299192
2016-07-15	2134	297548
2016-07-29	2126	294630
2016-08-12	2203	300266
2016-08-26	2193	298548
2016-09-09	2259	305890
2016-09-23	2252	304526
2016-10-07	2302	310446
2016-10-21	2316	309164
2016-11-04	2337	311722
2016-11-18	2338	311304
2016-12-02	2360	312348
2016-12-16	2341	311251
2016-12-30	2335	310231
2017-01-13	2389	312108
2017-01-27	2449	312052
2017-02-10	2451	312243
2017-02-24	2465	312032
2017-03-10	2476	311359
2017-03-24	2483	311062
2017-04-07	2479	310280
2017-04-21	2487	309549
2017-05-05	2529	309276
2017-05-19	2539	309621
2017-06-02	2559	309590
2017-06-16	2564	309513
2017-06-30	2571	309336
2017-07-14	2587	309378
2017-07-28	2608	309605
2017-08-11	2635	308894
2017-08-25	2634	309019
2017-09-08	2642	307166
2017-09-22	2647	307153
2017-10-06	2684	307231
2017-10-20	2682	307068
2017-11-03	2690	307106
2017-11-17	2722	307460
2017-12-01	2769	310669
2017-12-15	2788	311410
2017-12-29	2794	311631
2018-01-12	3392	310704
2018-01-26	3335	310433
2018-02-09	3360	312692
2018-02-23	3364	313170
2018-03-09	3435	314213
2018-03-23	3437	314422
2018-04-06	3543	316505
2018-04-20	3565	317086
2018-05-04	3621	318081
2018-05-18	3647	318227
2018-06-01	3714	318816
2018-06-15	3734	319120
2018-06-29	3750	319200
2018-07-13	3887	320709
2018-07-27	3896	321052
2018-08-10	3948	321990
2018-08-24	3974	322480
2018-09-07	4060	323913
2018-09-21	4098	324785
2018-10-05	4192	325288
2018-10-19	4222	326348
2018-11-02	4298	326464
2018-11-16	4313	326665
2018-11-30	4348	327258
2018-12-14	4513	331869
2018-12-28	4508	331437
2019-01-11	4694	347944
2019-01-25	4689	348823
2019-02-08	4860	347482
2019-02-22	4852	348566
2019-03-08	4946	348140
2019-03-22	4948	348690
2019-04-05	5006	347650
2019-04-19	4987	347767
2019-05-03	5110	347580
2019-05-17	5081	347512
2019-05-31	5076	347008
2019-06-14	5183	346090
2019-06-28	5181	346469
2019-07-12	5208	345060
2019-07-26	5223	344898
2019-08-09	5304	343297
2019-08-23	5302	343915
2019-09-06	5439	342302
2019-09-20	5421	341835
2019-10-04	5502	340838
2019-10-18	5478	340087
2019-11-01	5757	339129
2019-11-15	5761	338736
2019-11-29	5757	338190
2019-12-13	5921	339013
2019-12-27	5972	338941
2020-01-10	6324	332873
2020-01-24	6341	332134
2020-02-07	6420	333646
2020-02-21	6431	332620
2020-03-06	6522	333629
2020-03-20	6513	332903
2020-04-03	6725	336026
2020-04-17	6743	335456
2020-05-01	6850	337464
2020-05-15	6892	337685
2020-05-29	6901	337852
2020-06-12	7063	341645
2020-06-26	7041	340967
2020-07-10	7216	344693
2020-07-24	7213	344524
2020-08-07	7427	349951
2020-08-21	7426	349071
2020-09-04	7741	356283
2020-09-18	7740	355984
2020-10-02	8026	360873
2020-10-16	8045	360947
2020-10-30	8074	361318
2020-11-13	8143	365706
2020-11-27	8133	365790
2020-12-11	8533	373865
